activite_branches|activite_branches_reduite|activite_insee_1949|activite_sgf_1936|adresse|affiliation|annee_creation|annee_disparition|annee_fusion|annuaire_1890|annuaire_1897|annuaire_1914|caran|cas_problematique|Cgpf_1930|cgpf_groupe|chgt_dpt|chgt_type|commerce_en_gros|commune|cote_dossier|cote_registre|date_creation|date_declaration|date_dissolution|departement|dissolution|duree_syndicat|effectif_creation|effectifs_evolution|effectifs_sources|fusion|id_coac|lieu_conservation_dossier|lieu_conservation_registre|nouvelles|numero|numero_syndicat|numro_synd_absorbant|observations|pk|present_01_01_1890|present_01_01_1900|present_01_01_1914|present_01_01_1920|present_01_01_1926|present_01_01_1930|present_01_01_1936|present_01_01_1937|present_théorique_01_01_1890|present_théorique_01_01_1900|present_théorique_01_01_1914|present_théorique_01_01_1920|present_théorique_01_01_1926|present_théorique_01_01_1930|present_théorique_01_01_1936|present_théorique_01_01_1937|section|theorique_sect_01_01_1884|theorique_sect_01_01_1890|theorique_sect_01_01_1900|theorique_sect_01_01_1914|theorique_sect_01_01_1920|theorique_sect_01_01_1926|theorique_sect_01_01_1930|theorique_sect_01_01_1936|theorique_sect_01_01_1937|titre_du_syndicat_modifie_1|titre_du_syndicat_modifie₂|titre_du_syndicat_originel|type_syndicat_1|type_syndicat2|zone_couverte_origine|nature_du_syndicat|titre_du_syndicat_copie|archivage|lieu_conservation_registre_copie|divers|notes|activite|activite_insee_49_00_000|cas_douteux|fichier_complement|present_theorique_01_01_1946
Agroalimentaire|Industrie|41|4B|11 place Dorian (1890, 1897), 35 place du Peuple (café Besset)||1855|||Oui|Oui|Oui|Oui||Oui|2||||Saint-Étienne|10M437 - 407 - 439 / 1956 W 69||22/06/1860|29/06/1860||42||-1855|180|200 (1890), 240 (1897), 180 - 232 (1914), 250 (1926), 260 (1930)||||AD|Préfecture|oui|196|42001||"Syndicat de boulangers de la ville de Saint-Étienne (en 1860) Liste nominative en 1860
 date de création donnée en 1930 : 1884
 10M407 (date de création donnée  01/05/1910)
10m439 : liste des mbres du bureau en 1919,1920
existe tjrs en 1969
annuaire 1890 : date de création donnée 1855
1887 (12/09/1887): création ou simplement modification de statuts ? 
La boulangerie stéphanoise avait un syndicat depuis 1826, chambre inaugurée le 1/08/1860 (cf; Gras)
annuaire de 1914 : création 1910"|468|||Oui|Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|oui||Chambre syndicale de la boulangerie (en 1897) |syndicat des maîtres boulangers et maîtres-patissiers de St-Etienne et environs (34 rue Résistance)|syndicat des maîtres boulangers de St-Etienne et environs||syndicat professionnel|commune (zones limitrophes)||||||||4110|||
Agroalimentaire|Industrie|41|4B|café Guillon rue Poisson (1914)||1863|||Non|Non|Oui||||||||Roanne|10 M 407 / 1956 W 50||01/03/1863|2/04/1890||42||-1863|65|65 (1908), 70 (1913), 70 (1914), 60 (1925), 160 (1930)||||AD|Préfecture||20|42002||"existe tjrs en 1998
date de création donnée en 1926 : 20/01/1890 idem en 1930
Syndicat de la boulangerie de Roanne et du Coteau dans A- 1914"|469||||Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|oui||Syndicat de la boulangerie de Roanne et la région||Syndicat de la boulangerie de l’arrondissement de Roanne et la région||syndicat professionnel|arrondissement (zones limitrophes)||||||||4110|||
BTP|Industrie|33|4Q|4 rue Camille Colard (1867, 1914), 11 place Dorian (1897)||1867|||Non|Oui|Oui|||Oui|3||||Saint-Étienne|"10M406 - 407 - 437
1956W72-73"||08/07/1867|21/08/1867||42||-1867||65 (1897), 130 (1907), 93 - 143 (1914), 148 (1926), 139 (1930)||||AD|Préfecture||2|42003||"30 rue d’Arcole, 17 rue de l’apprentissage, 4 rue Camille Collard (1926)
10M437 (statut de 1867 : chambre syndicale de bâtiments de la ville de Saint-Etienne
30 rue d’Arcole, 17 rue de l’apprentissage), 1900
1956W72 et 73 = gros dossier jusqu’en 1979 création 1864
création en aout 1905 d’un syndicat général des chambres patronales du batiment 
Cf. Gras = ≠ prdts
Michaud 1867
Devidal (1874)
Montagneux (1877)
Beaufils (1881)
Laforge (1885)
Brunon (1891)
Michalon (1895)
Deville (1900)
Falciola (1902)
Roux (1905)
Guyot ( 1907)
Roux (1909)
9 rue Villedieu, 11 place Dorian, puis Camille Colard"|470|||Oui|Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui||"Chambre syndicale du bâtiment de la ville de Saint-Étienne et du département de la Loire ( 1903)
Chambre syndicale des entrepreneurs du bâtiment et des travaux publics de la ville de Saint-Étienne et des environs (en 1914)

"|"Syndicat général des entrepreneurs du bâtiment et des travaux publics du département de la Loire (le 31/03/1941)
 Syndicat général des entrepreneurs et artisants de bâtiment et des travaux publics du département de la Loire"|Chambre syndicale du bâtiment de la ville de Saint-Étienne |industriel|syndicat professionnel|commune (zones limitrophes)||||||||||oui|
|Commerce (69 à 76 et 78 à 80)|69|6A|rue de Roanne Abattoirs, 11 place dorian (1897)||1869|||Non|Oui|Oui|||Oui|2||||Saint-Étienne|10M406 - 407 - 437 / 1956 W 70||05/07/1869|||42||-1869||140 (1897), 150 (1914), 179 (1930)||||AD|Préfecture||1|42004||" date de création en 1914 (05/07/1869)
90 rue Bergson abattoirs des mottetières
date de création donnée en 1926 : 1875 ad. : salle du commerce marché des mottetières
 date de création en 1930 :  1862 mm adresse
déclaration : septembre 1890 (10M406)
10M437 (Chambre syndicale de la boucherie de Saint-Étienne 1882 statuts, siège au 11 place Dorian / 90 rue Bergson abattoirs des mottetières)
1956 W 70 = existe tjrs en 1967, date de création = 1874, 1878"|471|||Oui|Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui||Boucheries de Saint-Étienne (en 1920)||Chambre syndicale de la boucherie||syndicat professionnel|commune (zones limitrophes)||||||||6940|||
|Commerce (69 à 76 et 78 à 80)|69|6A|10 place de l'hotel de ville (1890), 4 place de l'hotel de ville (1897), 8 rue St-Jean (1914, 1930)||1871|||Oui|Oui|Oui|||Oui|2||||Saint-Étienne|10M437 - 407 - 439||29/12/1871|6/12/1875||42||-1871|43|100 (1890), 110 (1897), 110 - 183  (1914), 350 (1926), 330 (1930)||||AD|Préfecture|oui|71246|42005||"Chambre syndicale des négociants en liquides de la ville et l’arrondissement de Saint-Étienne (1871 + statut)
Par arreté du 16/12/1875 l’association des négociants en liquides de la ville de Saint-Étienne a été érigée en syndicat.
Par arreté du 30/09/1876 la Chambre syndicale des liquides de Saint-Étienne a été autorisée à devenir chanmbre syndicale de l'arrondissement. par arreté du 7/06/1880, le syndicat de l’arrondissement est devenu syndicat des liquides du dpt de la Loire (statut de 1881)
listes des membres, statuts.
Chambre syndicale du commerce en gros des liquides de la Loire (1930)
10m439 : liste mbres bureau 1923, 1925
10M437 : Chambre syndicale du commerce des liquides de l’arrondissement de Saint-Étienne (31/07/1876) statuts

erreur probable entre n° 6, 81 et 1246 (il y un doublon car 1 grossiste et 1 détaillant)
peut-être une scission en ? entre gros et détaille mais même origine"|472||||Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|||"Chambre syndicale du commerce des liquides du dpt de la Loire (en 1897)
Chambre syndicale du commerce en gros des liquides de la Loire (1926) ou
Chambre syndicale des marchands détaillants de vins , spiritueux, liqueurs du département de la Loire"|Chambre syndicale des vins et spiritueux de la Loire|Chambre syndicale du commerce des liquides de la commune de Saint-Étienne||syndicat professionnel|commune (zones limitrophes)||||||||6940|||
Textile|Industrie|48|4F|24 rue de la république (1890, 1897) mairie||1872|||Oui|Oui|Oui|||Oui|6||||Saint-Chamond|10 M 407 / 1956 W 59||01/05/1872|||42||-1872||22 (1897), 17 (1890), 15 (1906), 16 (1914), 27 (1926, 1930)||||AD|Préfecture||4|42006||"Chambre syndicale des fabricants de lacets (appelation de 1920)
existe tjrs en 1969"|473||||Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui||Association des fabricants de lacets (en 1897)|Chambre syndicale nationale des tresseurs|Chambre syndicale de la fabrique française de lacets et des industries s’y rattachant||syndicat professionnel|commune (zones limitrophes)||||||||4860|||
Textile|Industrie|47|4F|1 rue de la république (1890, 1897), 10 rue de la bourse (1914)||1872|1939||Oui|Oui|Oui|||Oui|6||||Saint-Étienne|10M406 - 407 - 437||01/07/1872|25/10/1872||42||67||85 (1890), 115 (1897), 88 ou 190,(1914), 208 (1926), 266 (1930), ||Oui||AD||||42007||"10 rue de la Bourse (1926) date de création donnée en 1926 et 1930 : 1872
Statuts.1876
“L'association est divisée en deux sections ayant leurs Statuts et un syndicat spéciaux, conservant ainsi leur initiative et liberté d'actionen toutes les questions afférentes à chaque branche” (art. 2)
“Quoique divisée en deux sections, la Fabrique stéphanoise n'aura qu'une même installation et participera aux frais par une cotisation unique et permanente de 100 francs l'an, qui ne pourra être dépassée que par l'adhésion individuelle de chaque sociétaire”.
Modification des statuts par l'AG annuelle du 03/07/1890

En 1939 devient une section du syndicat des fabricants de soieries (Thèse de B. Reynaud)"|474|||Oui|Oui|Oui|Oui|||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui||Fabrique stéphanoise, Chambre syndicale des tissus et matières textiles (1896 ?)|Chambre syndicale des Tissus et matières textiles (en 1920)|Fabrique stéphanoise, Chambre syndicale des tissus et matières premières textiles||syndicat professionnel|commune (zones limitrophes)||||||||4860|||
Construc. méca., trans. de l'acier|Industrie|22|4L|palais du Commerce (provisoire), 8 place Villebeuf (1897), 20 rue Gl Foy (1914, 1926, 1930)||1872|||Non|Oui|Oui|||Oui|17||||Saint-Étienne|"10M437 - 
407
1956W74"||01/01/1872|26/02/1872||42||-1872|45|25 (1897), 42 (1914), 65 (1926), 81 (1930)||||AD|Préfecture|oui|50|42008||"Chambre syndicale des fabricants et des négociants d’armes du département de la Loire (1872) statut + liste nominative
Maison Pinmartin (siège en 1872)
Chambre syndicale créée pour 3 ans à dater de l'autorisation préfectorale.
10M407 (date de création 29/03/1897; date de création donnée en 1930 : 1884)
Annuaire de 1914 : création 1897
Il y a du avoir une scission.  "|475||||Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|||"Chambre syndicale des fabricants d'armes de Saint-Etienne (29/03/1897)
Chambre syndicale de l’industrie de l’arme et de la distribution de gros"|Chambre syndicale nationale des fabricants d’armes de Saint-Etienne|Chambre syndicale des fabricants et des négociants d'armes du département de la Loire||syndicat professionnel|département||||||||||oui|
Textile|Industrie|48|4F|9 place de l’hotel de ville (chambre des tissus), 20 rue du gl Foy (1914)||1875|1977||Non|Non|Oui||||||||Saint-Étienne|10 M 437/1450W206||20/11/1875|01/01/1907|09/09/1977|42|Oui|102|91|96 (1907), 101 (1909), 30 (1914), 208 (1925)||||AD|Préfecture||5|42009||"Statuts : 
art. 1 : “L'Union de la fabrique de rubans de Saint-Etienne, est formée par les fabricants et les ouvriers chefs d'ateliers dans l'intérêt général de la fabrique”
art. 2 : siège 9 place de l'Hôtel de Ville de Saint-Etienne à la chambre des tissus. Durée 12 ans à partir du 15/08/1875.
art. 3 : “Son but principal est l'application d'un tarif minimum et maximum des façons, afin d'assurer aux ouvriers des  prix plus rémunérateurs dans les mortes saisons, les conserver dans l'industrie et permettre un bon entretien des métiers. 
L'Union a pour but aussi d'atténuer les trop grandes fluctuations des façons qui nuisent beaucoup à l'exportation des produits de la fabrique ; elle facilitera l'application des mesures d'intérêt général qui pourront être proposées dans la suite.
art. 4 : “Le Tarif réglementaire est celui ci-joint ; dans l'étendu de son minimum à son maximum; il fait la loi des parties qui seront obligées d'y obéir, même dans leur rapport avec des fabricants ou ouvriers étrangers à l'Association. Le maximum des façons est fixé à une augmentation de  moitié, soit 50 %, sur le prix minimum indiqué ci-dessous. 
Art. 5 : non respect du tarif => indemnité au  profit de l'Association, s'élevant à la 1/2 du tarif mini.
Tarif réglementaire indiqué. 
Liste des fabricants ayant signé l'acte d'association (83)

annuaire de 1914 dat de déclaration (?) donnée : 1907
Chambre syndicale de l’industrie rubanière de la Loire et la Hte Loire (en 1914)
"|476||||||||||||||||||Oui|oui|oui|Oui|Oui|Oui|Oui|Oui||Chambre syndicale des rubans et tissus de Saint-Étienne||Union de la fabrique de rubans de Saint-Etienne||syndicat professionnel|commune (zones limitrophes)||||||||4860|||
Textile|Industrie|48|4F|23 place Bellevue||1876|||Non|Non|Non||||||||Saint-Étienne|10 M 406||12/11/1876|||42||-1876||16 (1914)||||AD||||42010|||477|||Oui|||||||||||||||Oui|Oui|Oui|Oui||||||||Teinturiers en soie||syndicat professionnel|commune (zones limitrophes)||||||||4860|||
Textile|Industrie|48|4F|4, rue Sainte-Catherine||1879|||Non|Non|Non||||||||Saint-Étienne|10 M 406, 437||01/10/1879|||42||-1879||32 (1914)||||AD||||42011||"1886 : modification des statuts. Chambre syndicale fondée avant cette date.

fiche double supprimée (calcul à refaire)"|478|||Oui|||||||||||||||Oui|Oui|Oui|Oui||||||||Chambre syndicale des chefs d'ateliers rubaniers de Saint-Etienne et de ses environs||syndicat professionnel|commune (zones limitrophes)||||||||4860|||
|Commerce (69 à 76 et 78 à 80)|69|6A|2 place Grenette (1897), rue Cl. Odde et Duché (abattoirs), 31 place du peuple café Champagnat §1914)||1879|||Non|Oui|Oui|||Oui|2||||Saint-Étienne|10M437 - 407 - 406||15/10/1879|23/11/1880||42||-1879||32 (1897), 59 (1914), 60 (1926), 106 (1930)||Oui||AD|Préfecture|oui|6|42012|1817|"statuts de 1879
10M407 (6 place du Peuple (1926, 1930); date de création 09/04/1907
 date de création donnée en 1930 : 1879)
annuaire de 1914 : création 1907"|479|||Oui|||||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|||Chambre syndicale de la charcuterie de la ville de St-Etienne (en 1920)||Chambre syndicale des charcutiers de la ville de St-Etienne et environs|artisan|syndicat professionnel|commune (zones limitrophes)||||||||6940|||
|Autres services|91|7|4 rue Traversière (1905), 7 rue d'Annonay (1914), 4 rue François Gillet (1914), 17 place Jean Jaures (1926, 1930)||1879|||Oui|Oui|Oui||||||||Saint-Étienne|"10 M 406 - 407 - 437
1956W76"||21/11/1879|21/03/1884||42||-1879|40|80 (1890), 85 (1897), 112 (1905), 82 - 109(1914), 137 (1926), 123 (1930)||||AD|Préfecture||9|42013||"date de création donnée en 1920 : 1910 avec cm ad. 4 rue F. Gillet
date de création donnée en 1926 et 1930 : 1879 (21/11/1879)
10M406 (21/03/1884)
modification des statuts en 1894 et le 07/04/1897
"|480||||Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|||Chambre syndicale des pharmaciens de la Loire (1884)|Chambre syndicale des pharmaciens de la Loire et de la Haute-Loire (1887, 1897)|Syndicat des pharmaciens de la Loire||syndicat professionnel|département||||||||||oui|
BTP|Industrie|33|4Q|"27 grde rue Féloin
36 (26 dans l’A- 1914) grde rue Feloin (1914)"||1880|||Non|Non|Oui|||Oui|3||||Rive-de-Gier|"10M436 - 407 / 1956 W 66
"||24/05/1880|||42||-1880||15 (1926), 70 (1908), 48 (1914), 25 (1926), 16 (1930)||||AD|Préfecture||125|42014||"Il y a eu une refondation en 1905 de ce  syndicat dans le cadre du syndicat général de la Loire (voir le n° 42003) mais il semble être resté section qu'une année (cf. FSE 1902-1952)

statut (1890)
10 M 407 date de création 1905, 14/05/1905 en 1926, idem en 1930
existe tjrs en 1969
1956 W 66 : 70 en 1908
Cf. Gras = un syndicat avait été crée en 1880 et n’existait plus en 1889

Cf. Gras =  syndicat général, création 1905 section Rive de gier
un syndicat avait été crée en 1880 et n’existait plus en 1889
10 M 407 date de création 1905, 14/05/1905 en 1926, idem en 1930
existe tjrs en 1969
1956 W 66 : 70 en 1908
date de création = 14/05/1905
date de déclaration = 01/06/1908"|481|||Oui|Oui|Oui|Oui|||||||||||Oui|Oui|Non|Non|Oui|Oui|Oui|Oui|Oui||Syndicat du bâtiment (1905)|syndicat général des chambres patronales du bâtiment et des travaux publics de la Loire (section Rive-de-Gier) en 1914|Chambre syndicale des entrepreneurs du bâtiment du canton de Rive-de-Gier||syndicat professionnel|canton (zones limitrophes)|||||||||||
|s.i.|47|4F|||1880|||Non|Non|Non||||||||Roanne|10M435||01/07/1880|||42||-1880|15|||||AD||||42015||fabricant de cotonnades|482|||Oui|||||||||||||||Oui|Oui|Oui|Oui||||||||Union des fabricants roannais||syndicat professionnel|commune (zones limitrophes)||||||||4860|||
|Industrie|20a|4L|"25 rue de la Bourse (1897)
19 rue du Grand Moulin (1911)"||1882|||Oui|Oui|Non|||Oui|12||||Saint-Étienne|"10 M 406 - 437
10M437-407; 1956W74"||06/10/1882|||42||-1882||28 (1890), 110 (1897), 25 (1914)||||AD|Préfecture||212|42016||"Membres : “Industriels, commerçants et gérants d'établissements résidant dans le département de la Loire, dont les intérêts se rattachent à la Métallurgie” (art. 1, 1896)
statuts de 1882

10M437-407; 1956W74
date de création : 8/05/1911
date de déclaration : 18/05/1911
effectif : 623 (1926)
"|483|||Oui|Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|||Association métallurgique du département de la Loire|Association des syndicats métallurgiques patronaux de la Loire|Association métallurgique du département de la Loire|Union|syndicat professionnel|département|||||||||||
Construc. méca., trans. de l'acier|Industrie|20|4L|place du peuple n° 20 café Meyrieux (1882)||1882|||Non|Non|Non||||||||Saint-Étienne|10M437||07/06/1882|||42||-1882||||||AD|Préfecture|oui|1332|42017||Chambre syndicale des fabricants de fourneaux et fumistes de Saint-Etienne et de ses environs (1882 + statuts)|484||||||||||||||||||Oui|non|non|non|non|non|non|non|non|Syndicat artisanal des fabricants de fourneaux de Saint-Étienne et environs||Chambre syndicale des fabricants de fourneaux et fumistes de Saint-Etienne et de ses environs|artisan|syndicat professionnel|commune (zones limitrophes)|||||||||||
Bois|Industrie|53|4J|2 place Grenette (1890, 1897), 35 place du peuple (1914) 11 place Dorian (1920); 41 rue Rouget de Lisle|Union des chambres pratronales de Saint-Étienne  puis Fédérations des petits et moyens commerçants de la Loire (depuis 1925 ?) Confédération générale de l’ameublement de France (en 1935)|1883|1954||Oui|Oui|Oui|||Oui|26||||Saint-Étienne|10M437-438 - 406 - 407||25/02/1883||01/01/1954 |42|Oui|71|61|1883 : 61 (10 M 437 : statuts 1883) ;1889 : 39 membres actifs + 17 membres participants; 40 (1890), 55 (1897), 44 (1926), 31 (1914), 71 (1930), 36 (1909), 33 (1914), 28 (1935)||||AD|Préfecture|oui|14|42018||"statuts 194
10M406 (date de création 05/06/1893; date de déclaration 15/07/1893)
Statuts de 1883 Les membres sont classés selon leur activité : ébénistes, miroitiers, menuisiers  en fauteuils, tapissiers, sculpteurs. 35 place du peuple café Besset (depuis 1909)
Statuts de 1889 : plus de classement des membres par spécialités.
date de création donnée en 1930 : 1889

"|485|||Oui|Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|||chambre syndicale patronale de l'ameublement (en 1920)|Syndicat patronal de l’Ameublement et de la Literie (sept. 1941)|Chambre syndicale de l'ameublement de Saint-Etienne ||syndicat professionnel|commune (zones limitrophes)|||||||||||
Cuirs et peaux|Industrie|52|4I|"7, place des Ursules (1897), 4 rue Blanqui (1914), 
4 rue de la Croix (1920)"||1883|?||Non|Oui|Oui|||Oui|5||||Saint-Étienne|10M406 - 407 - 437||20/11/1883|||42|Oui|?||15 (1897), 10 - 58 (1914), 37 (1926), 65 (1930), ||||AD|Préfecture||1142|42019||"enquête du 11/04/1967
Syndicat professionel des chausseurs de Saint-Étienne (1883, statuts)
Syndicat né de la transformation du Cercle des chausseurs, et transfert du siège.
Membre doivent être de Saint-Etienne mais peuvent venir du reste du département.
1883 (création donnée en 1920) 12 rue Blanqui (1926, 1930)
Cf. Gras = ce syndicat fut précédé par le Cercle des chausseurs.

fiche double supprimée le 13/03 (à recalculer)"|486|||Oui|Oui|Oui|Oui||||||||||||Oui|Oui|Oui|Oui|Oui|Oui|Oui|Oui||Chambre syndicale des chausseurs de Saint-Etienne (01/01/1894|Syndicat des fabricants de chaussures et semelles bois de saint-Étienne et la région (liste péfecture)|Syndicat professionnel des chausseurs de Saint-Étienne||syndicat professionnel|commune (zones limitrophes)||||||||5260||oui|
